,frame_no,x,y,w,h
10367,6807,2082,1370,180,180
10368,6807,3184,1084,180,180
10369,6807,2909,1037,180,180
10370,6807,3063,974,180,180
10371,6807,2262,1421,180,180
10372,6807,3132,933,180,180
10373,6808,3132,933,180,180
10374,6808,2262,1421,180,180
10375,6808,2909,1037,180,180
10376,6808,2082,1370,180,180
10377,6808,2837,498,180,180
10378,6808,3057,977,180,180
10379,6808,1937,423,180,180
10380,6808,2922,336,180,180
10381,6809,3056,982,180,180
10382,6809,2262,1421,180,180
10383,6809,3189,1090,180,180
10384,6809,2909,1037,180,180
10385,6809,3136,928,180,180
10386,6809,2922,336,180,180
10387,6809,2838,498,180,180
10388,6809,1937,423,180,180
10389,6809,2083,1370,180,180
10390,6810,3131,933,180,180
10391,6810,1937,423,180,180
10392,6810,2838,498,180,180
10393,6810,2922,336,180,180
10394,6810,2083,1370,180,180
10395,6810,2909,1037,180,180
10396,6810,3189,1090,180,180
10397,6810,2262,1421,180,180
10398,6810,3055,983,180,180
10399,6811,3131,933,180,180
10400,6811,2262,1421,180,180
10401,6811,3055,984,180,180
10402,6811,2909,1037,180,180
10403,6811,3189,1090,180,180
10404,6811,2082,1370,180,180
10405,6811,2837,498,180,180
10406,6811,1937,423,180,180
10407,6811,2922,336,180,180
10408,6812,2613,1126,180,180
10409,6812,1937,423,180,180
10410,6812,2082,1370,180,180
10411,6812,2837,498,180,180
10412,6812,2922,336,180,180
10413,6812,3054,984,180,180
10414,6812,3188,1090,180,180
10415,6812,2909,1037,180,180
10416,6812,2262,1421,180,180
10417,6812,3131,933,180,180
10418,6813,2613,1126,180,180
10419,6813,2262,1421,180,180
10420,6813,3190,1089,180,180
10421,6813,3055,987,180,180
10422,6813,2909,1037,180,180
10423,6813,3131,933,180,180
10424,6813,2082,1370,180,180
10425,6813,2837,498,180,180
10426,6813,1936,423,180,180
10427,6813,2922,336,180,180
10428,6814,3131,933,180,180
10429,6814,1936,423,180,180
10430,6814,2837,498,180,180
10431,6814,2083,1370,180,180
10432,6814,2922,336,180,180
10433,6814,3054,984,180,180
10434,6814,3190,1090,180,180
10435,6814,2909,1037,180,180
10436,6814,2262,1421,180,180
10437,6815,3131,933,180,180
10438,6815,1937,423,180,180
10439,6815,2262,1421,180,180
10440,6815,2909,1037,180,180
10441,6815,3191,1090,180,180
10442,6815,2613,1126,180,180
10443,6815,2922,336,180,180
10444,6815,2083,1370,180,180
10445,6815,2838,498,180,180
10446,6815,3054,987,180,180
10447,6816,3131,933,180,180
10448,6816,2909,1037,180,180
10449,6816,3054,987,180,180
10450,6816,2922,336,180,180
10451,6816,3191,1090,180,180
10452,6816,2262,1421,180,180
10453,6816,2838,498,180,180
10454,6816,1936,423,180,180
10455,6816,2613,1126,180,180
10456,6816,2083,1370,180,180
10457,6817,3132,933,180,180
10458,6817,2909,1037,180,180
10459,6817,2083,1370,180,180
10460,6817,3055,987,180,180
10461,6817,2262,1421,180,180
10462,6817,3194,1089,180,180
10463,6817,2838,498,180,180
10464,6817,1936,423,180,180
10465,6817,2922,336,180,180
10466,6818,1936,423,180,180
10467,6818,2838,498,180,180
10468,6818,2922,336,180,180
10469,6818,2082,1370,180,180
10470,6818,3195,1088,180,180
10471,6818,3055,988,180,180
10472,6818,2909,1037,180,180
10473,6818,2262,1421,180,180
10474,6819,2613,1126,180,180
10475,6819,1937,423,180,180
10476,6819,2838,498,180,180
10477,6819,2082,1370,180,180
10478,6819,2922,336,180,180
10479,6819,3195,1088,180,180
10480,6819,3055,988,180,180
10481,6819,2909,1037,180,180
10482,6819,2262,1421,180,180
10483,6820,1937,423,180,180
10484,6820,3132,933,180,180
10485,6820,2082,1370,180,180
10486,6820,2838,498,180,180
10487,6820,3055,989,180,180
10488,6820,2911,1038,180,180
10489,6820,2922,336,180,180
10490,6820,2262,1421,180,180
10491,6821,1937,423,180,180
10492,6821,2922,336,180,180
10493,6821,2838,498,180,180
10494,6821,2082,1370,180,180
10495,6821,3196,1089,180,180
10496,6821,3050,988,180,180
10497,6821,2262,1421,180,180
10498,6821,2916,1036,180,180
10499,6822,3049,993,180,180
10500,6822,1936,423,180,180
10501,6822,2838,498,180,180
10502,6822,2922,336,180,180
10503,6822,2082,1370,180,180
10504,6822,3196,1089,180,180
10505,6822,2262,1421,180,180
10506,6822,2922,1035,180,180
10507,6823,3196,1089,180,180
10508,6823,1936,423,180,180
10509,6823,2838,498,180,180
10510,6823,2082,1370,180,180
10511,6823,2922,336,180,180
10512,6823,3047,995,180,180
10513,6823,2922,1031,180,180
10514,6823,2262,1421,180,180
10515,6824,2838,498,180,180
10516,6824,1937,423,180,180
10517,6824,2082,1370,180,180
10518,6824,2922,336,180,180
10519,6824,3196,1089,180,180
10520,6824,2262,1421,180,180
10521,6824,2923,1031,180,180
10522,6825,2838,498,180,180
10523,6825,1937,423,180,180
10524,6825,2082,1370,180,180
10525,6825,2922,336,180,180
10526,6825,3196,1089,180,180
10527,6825,2262,1421,180,180
10528,6825,2923,1031,180,180
10529,6825,3044,997,180,180
10530,6826,1517,417,180,180
10531,6826,3048,991,180,180
10532,6826,2838,498,180,180
10533,6826,3200,1088,180,180
10534,6826,2083,1369,180,180
10535,6826,2922,336,180,180
10536,6826,2922,1031,180,180
10537,6826,2262,1421,180,180
10538,6827,2083,1370,180,180
10539,6827,3133,933,180,180
10540,6827,2839,497,180,180
10541,6827,1937,423,180,180
10542,6827,3047,990,180,180
10543,6827,2922,336,180,180
10544,6827,3201,1090,180,180
10545,6827,2262,1421,180,180
10546,6827,2923,1030,180,180
10547,6828,2929,1028,180,180
10548,6828,3043,988,180,180
10549,6828,2922,336,180,180
10550,6828,1937,424,180,180
10551,6828,2262,1421,180,180
10552,6828,2839,497,180,180
10553,6828,3131,933,180,180
10554,6828,3196,1094,180,180
10555,6828,2083,1370,180,180
10556,6829,2071,1363,180,180
10557,6829,2839,497,180,180
10558,6829,1937,424,180,180
10559,6829,3195,1090,180,180
10560,6829,2922,336,180,180
10561,6829,3042,978,180,180
10562,6829,2928,1024,180,180
10563,6829,2262,1421,180,180
10564,6829,3134,928,180,180
10565,6830,3131,933,180,180
10566,6830,2928,1023,180,180
10567,6830,2070,1365,180,180
10568,6830,2262,1421,180,180
10569,6830,3195,1089,180,180
10570,6830,1937,424,180,180
10571,6830,2922,336,180,180
10572,6830,3035,963,180,180
10573,6830,2839,497,180,180
10574,6831,3132,933,180,180
10575,6831,2839,497,180,180
10576,6831,2070,1363,180,180
10577,6831,1937,424,180,180
10578,6831,2922,336,180,180
10579,6831,3197,1090,180,180
10580,6831,2924,1018,180,180
10581,6831,3028,955,180,180
10582,6831,2262,1421,180,180
10583,6832,3134,933,180,180
10584,6832,2839,497,180,180
10585,6832,2070,1363,180,180
10586,6832,1937,424,180,180
10587,6832,2922,336,180,180
10588,6832,3196,1090,180,180
10589,6832,3028,950,180,180
10590,6832,2924,1011,180,180
10591,6832,2262,1421,180,180
10592,6833,2922,336,180,180
10593,6833,3132,933,180,180
10594,6833,1937,424,180,180
10595,6833,2070,1363,180,180
10596,6833,2923,1008,180,180
10597,6833,3195,1089,180,180
10598,6833,2262,1421,180,180
10599,6833,3023,948,180,180
10600,6833,2839,497,180,180
10601,6834,1937,424,180,180
10602,6834,2839,497,180,180
10603,6834,2922,1002,180,180
10604,6834,2262,1421,180,180
10605,6834,3194,1090,180,180
10606,6834,3023,937,180,180
10607,6834,2070,1363,180,180
10608,6834,3131,933,180,180
10609,6834,2922,336,180,180
10610,6835,3131,933,180,180
10611,6835,2839,497,180,180
10612,6835,2262,1421,180,180
10613,6835,3022,928,180,180
10614,6835,3195,1089,180,180
10615,6835,2630,1122,180,180
10616,6835,1937,424,180,180
10617,6835,2070,1363,180,180
10618,6835,2922,336,180,180
10619,6835,2917,998,180,180
10620,6836,2839,497,180,180
10621,6836,3195,1089,180,180
10622,6836,1937,424,180,180
10623,6836,2922,336,180,180
10624,6836,2070,1363,180,180
10625,6836,2907,990,180,180
10626,6836,3022,922,180,180
10627,6836,2262,1421,180,180
10628,6836,3131,933,180,180
10629,6837,2839,497,180,180
10630,6837,3196,1090,180,180
10631,6837,1937,424,180,180
10632,6837,2922,336,180,180
10633,6837,2070,1363,180,180
10634,6837,2895,984,180,180
10635,6837,2262,1421,180,180
10636,6837,3022,908,180,180
10637,6837,3131,933,180,180
10638,6838,2839,497,180,180
10639,6838,3022,891,180,180
10640,6838,3197,1090,180,180
10641,6838,1936,424,180,180
10642,6838,2884,981,180,180
10643,6838,2922,336,180,180
10644,6838,2070,1363,180,180
10645,6838,2262,1421,180,180
10646,6838,3130,934,180,180
10647,6839,2632,1120,180,180
10648,6839,2841,493,180,180
10649,6839,3197,1090,180,180
10650,6839,2922,336,180,180
10651,6839,1928,417,180,180
10652,6839,3023,884,180,180
10653,6839,2070,1363,180,180
10654,6839,2882,978,180,180
10655,6839,2262,1421,180,180
10656,6839,3131,933,180,180
10657,6840,2839,496,180,180
10658,6840,2262,1421,180,180
10659,6840,3022,883,180,180
10660,6840,2070,1363,180,180
10661,6840,1924,417,180,180
10662,6840,2922,336,180,180
10663,6840,3197,1090,180,180
10664,6840,2882,978,180,180
10665,6840,3131,933,180,180
10666,6841,2839,496,180,180
10667,6841,3197,1090,180,180
10668,6841,2922,336,180,180
10669,6841,2882,978,180,180
10670,6841,2070,1363,180,180
10671,6841,3022,883,180,180
10672,6841,1924,417,180,180
10673,6841,2262,1421,180,180
10674,6841,3131,933,180,180
10675,6842,2262,1421,180,180
10676,6842,3022,882,180,180
10677,6842,2882,978,180,180
10678,6842,1924,417,180,180
10679,6842,2922,336,180,180
10680,6842,3197,1090,180,180
10681,6842,3130,933,180,180
10682,6842,2070,1363,180,180
10683,6843,3197,1090,180,180
10684,6843,2922,336,180,180
10685,6843,1924,417,180,180
10686,6843,2070,1363,180,180
10687,6843,2882,978,180,180
10688,6843,3022,881,180,180
10689,6843,2262,1421,180,180
10690,6843,3131,933,180,180
10691,6844,2262,1421,180,180
10692,6844,2882,978,180,180
10693,6844,2070,1363,180,180
10694,6844,2922,336,180,180
10695,6844,3022,881,180,180
10696,6844,3197,1090,180,180
10697,6844,3130,934,180,180
10698,6844,1928,417,180,180
10699,6845,3130,933,180,180
10700,6845,2262,1421,180,180
10701,6845,2882,977,180,180
10702,6845,3022,881,180,180
10703,6845,1928,417,180,180
10704,6845,2922,336,180,180
10705,6845,3197,1090,180,180
10706,6845,2070,1363,180,180
10707,6846,3197,1090,180,180
10708,6846,2922,336,180,180
10709,6846,1928,417,180,180
10710,6846,2070,1363,180,180
10711,6846,2882,977,180,180
10712,6846,3023,878,180,180
10713,6846,2262,1421,180,180
10714,6846,3130,933,180,180
10715,6847,3130,934,180,180
10716,6847,2882,978,180,180
10717,6847,3023,878,180,180
10718,6847,2070,1363,180,180
10719,6847,2262,1421,180,180
10720,6847,2922,336,180,180
10721,6847,3197,1090,180,180
10722,6847,1928,417,180,180
10723,6848,3130,933,180,180
10724,6848,2922,336,180,180
10725,6848,2069,1363,180,180
10726,6848,1928,417,180,180
10727,6848,2882,978,180,180
10728,6848,2262,1421,180,180
10729,6848,3023,877,180,180
10730,6848,3196,1093,180,180
10731,6849,2840,495,180,180
10732,6849,3130,934,180,180
10733,6849,2262,1421,180,180
10734,6849,1928,417,180,180
10735,6849,2883,977,180,180
10736,6849,3024,875,180,180
10737,6849,2922,336,180,180
10738,6849,3196,1093,180,180
10739,6849,2070,1363,180,180
10740,6850,3130,934,180,180
10741,6850,3196,1093,180,180
10742,6850,2922,336,180,180
10743,6850,3024,875,180,180
10744,6850,2070,1363,180,180
10745,6850,1928,417,180,180
10746,6850,2883,977,180,180
10747,6850,2262,1421,180,180
10748,6850,2839,496,180,180
10749,6851,2839,496,180,180
10750,6851,3196,1093,180,180
10751,6851,2262,1421,180,180
10752,6851,2070,1363,180,180
10753,6851,1928,417,180,180
10754,6851,3130,934,180,180
10755,6851,3024,875,180,180
10756,6851,2922,336,180,180
10757,6851,2883,977,180,180
10758,6852,2840,495,180,180
10759,6852,3196,1089,180,180
10760,6852,2922,336,180,180
10761,6852,3027,875,180,180
10762,6852,2070,1363,180,180
10763,6852,2883,977,180,180
10764,6852,1928,417,180,180
10765,6852,2262,1421,180,180
10766,6852,3130,934,180,180
10767,6853,3131,928,180,180
10768,6853,3196,1090,180,180
10769,6853,2262,1421,180,180
10770,6853,1928,417,180,180
10771,6853,2883,977,180,180
10772,6853,2628,1122,180,180
10773,6853,3027,875,180,180
10774,6853,2922,336,180,180
10775,6853,2070,1363,180,180
10776,6854,2628,1122,180,180
10777,6854,3196,1090,180,180
10778,6854,2922,336,180,180
10779,6854,3027,875,180,180
10780,6854,2070,1363,180,180
10781,6854,1928,417,180,180
10782,6854,2883,977,180,180
10783,6854,2262,1421,180,180
10784,6854,3131,933,180,180
10785,6855,3196,1090,180,180
10786,6855,2922,336,180,180
10787,6855,3027,875,180,180
10788,6855,2069,1363,180,180
10789,6855,2883,977,180,180
10790,6855,1928,417,180,180
10791,6855,2262,1421,180,180
10792,6855,3131,933,180,180
10793,6856,3196,1086,180,180
10794,6856,3131,933,180,180
10795,6856,3027,875,180,180
10796,6856,2922,336,180,180
10797,6856,2070,1363,180,180
10798,6856,2883,977,180,180
10799,6856,1928,417,180,180
10800,6856,2262,1421,180,180
10801,6856,2627,1124,180,180
10802,6857,3131,933,180,180
10803,6857,2626,1124,180,180
10804,6857,3195,1085,180,180
10805,6857,2262,1421,180,180
10806,6857,2883,977,180,180
10807,6857,1928,417,180,180
10808,6857,3027,875,180,180
10809,6857,2916,337,180,180
10810,6857,2070,1363,180,180
10811,6858,2626,1125,180,180
10812,6858,3131,933,180,180
10813,6858,2907,343,180,180
10814,6858,1928,417,180,180
10815,6858,2883,977,180,180
10816,6858,2262,1421,180,180
10817,6858,3028,872,180,180
10818,6858,3196,1090,180,180
10819,6858,2070,1363,180,180
10820,6859,2626,1124,180,180
10821,6859,3027,872,180,180
10822,6859,3196,1090,180,180
10823,6859,2900,344,180,180
10824,6859,2070,1363,180,180
10825,6859,2883,977,180,180
10826,6859,1928,417,180,180
10827,6859,2262,1421,180,180
10828,6859,3131,933,180,180
10829,6860,3131,933,180,180
10830,6860,2626,1123,180,180
10831,6860,3024,875,180,180
10832,6860,3196,1090,180,180
10833,6860,2070,1363,180,180
10834,6860,2894,349,180,180
10835,6860,1928,417,180,180
10836,6860,2883,977,180,180
10837,6860,2262,1421,180,180
10838,6861,3131,934,180,180
10839,6861,2627,1123,180,180
10840,6861,3196,1090,180,180
10841,6861,2893,349,180,180
10842,6861,2070,1363,180,180
10843,6861,1928,417,180,180
10844,6861,2883,977,180,180
10845,6861,2850,490,180,180
10846,6861,2262,1421,180,180
10847,6861,3023,871,180,180
10848,6862,3130,933,180,180
10849,6862,2626,1124,180,180
10850,6862,3196,1090,180,180
10851,6862,2070,1363,180,180
10852,6862,2888,344,180,180
10853,6862,3023,871,180,180
10854,6862,1928,417,180,180
10855,6862,2883,977,180,180
10856,6862,2850,489,180,180
10857,6862,2262,1421,180,180
10858,6863,3131,934,180,180
10859,6863,3023,871,180,180
10860,6863,2070,1363,180,180
10861,6863,2883,344,180,180
10862,6863,1928,417,180,180
10863,6863,2883,977,180,180
10864,6863,2850,489,180,180
10865,6863,2262,1421,180,180
10866,6863,3196,1090,180,180
10867,6864,3131,934,180,180
10868,6864,2623,1120,180,180
10869,6864,3023,871,180,180
10870,6864,2070,1363,180,180
10871,6864,2881,344,180,180
10872,6864,1928,417,180,180
10873,6864,2850,489,180,180
10874,6864,2883,977,180,180
10875,6864,2262,1421,180,180
10876,6864,3195,1090,180,180
10877,6865,3131,933,180,180
10878,6865,2626,1124,180,180
10879,6865,2262,1421,180,180
10880,6865,2883,977,180,180
10881,6865,2850,489,180,180
10882,6865,1928,417,180,180
10883,6865,3195,1084,180,180
10884,6865,3023,871,180,180
10885,6865,2070,1363,180,180
10886,6865,2881,345,180,180
10887,6866,3131,934,180,180
10888,6866,3023,871,180,180
10889,6866,2882,345,180,180
10890,6866,1928,417,180,180
10891,6866,2883,977,180,180
10892,6866,2850,489,180,180
10893,6866,2262,1421,180,180
10894,6866,3195,1089,180,180
10895,6866,2070,1363,180,180
10896,6867,3196,1086,180,180
10897,6867,2262,1421,180,180
10898,6867,2850,489,180,180
10899,6867,2883,977,180,180
10900,6867,3130,934,180,180
10901,6867,2882,345,180,180
10902,6867,3024,871,180,180
10903,6867,2070,1363,180,180
10904,6867,1928,417,180,180
10905,6868,2070,1363,180,180
10906,6868,3023,871,180,180
10907,6868,2881,345,180,180
10908,6868,1928,417,180,180
10909,6868,2850,489,180,180
10910,6868,2883,977,180,180
10911,6868,2262,1421,180,180
10912,6868,3195,1084,180,180
10913,6869,3195,1085,180,180
10914,6869,2262,1421,180,180
10915,6869,2883,977,180,180
10916,6869,2850,489,180,180
10917,6869,1928,417,180,180
10918,6869,2070,1363,180,180
10919,6869,3024,871,180,180
10920,6869,3130,933,180,180
10921,6869,2882,345,180,180
10922,6870,3024,871,180,180
10923,6870,2070,1363,180,180
10924,6870,2882,345,180,180
10925,6870,1928,417,180,180
10926,6870,2883,977,180,180
10927,6870,2850,489,180,180
10928,6870,2262,1421,180,180
10929,6871,3195,1085,180,180
10930,6871,2850,489,180,180
10931,6871,2262,1421,180,180
10932,6871,2883,977,180,180
10933,6871,3024,874,180,180
10934,6871,2882,345,180,180
10935,6871,2070,1363,180,180
10936,6871,1928,417,180,180
10937,6872,3196,1092,180,180
10938,6872,3024,874,180,180
10939,6872,2070,1363,180,180
10940,6872,2882,345,180,180
10941,6872,2883,977,180,180
10942,6872,1929,417,180,180
10943,6872,2262,1421,180,180
10944,6872,2850,489,180,180
10945,6872,3131,933,180,180
10946,6873,3195,1091,180,180
10947,6873,2850,489,180,180
10948,6873,2262,1421,180,180
10949,6873,2883,977,180,180
10950,6873,3130,933,180,180
10951,6873,2070,1363,180,180
10952,6873,1935,410,180,180
10953,6873,3024,871,180,180
10954,6873,2882,345,180,180
10955,6874,3130,933,180,180
10956,6874,1947,403,180,180
10957,6874,3195,1095,180,180
10958,6874,3024,873,180,180
10959,6874,2070,1363,180,180
10960,6874,2882,344,180,180
10961,6874,2883,977,180,180
10962,6874,2850,489,180,180
10963,6874,2262,1421,180,180
10964,6875,3131,933,180,180
10965,6875,2262,1421,180,180
10966,6875,2850,489,180,180
10967,6875,2883,977,180,180
10968,6875,2070,1363,180,180
10969,6875,3195,1096,180,180
10970,6875,3024,873,180,180
10971,6875,2882,344,180,180
10972,6876,3131,933,180,180
10973,6876,3024,873,180,180
10974,6876,2566,1124,180,180
10975,6876,2070,1363,180,180
10976,6876,2882,344,180,180
10977,6876,2883,977,180,180
10978,6876,2262,1421,180,180
10979,6876,2850,489,180,180
10980,6876,3195,1093,180,180
10981,6877,3130,933,180,180
10982,6877,2883,977,180,180
10983,6877,2850,489,180,180
10984,6877,2262,1421,180,180
10985,6877,2882,344,180,180
10986,6877,2627,1123,180,180
10987,6877,3024,873,180,180
10988,6877,3191,1101,180,180
10989,6877,2070,1363,180,180
10990,6878,3130,933,180,180
10991,6878,2628,1123,180,180
10992,6878,3024,871,180,180
10993,6878,2070,1363,180,180
10994,6878,2882,344,180,180
10995,6878,2883,977,180,180
10996,6878,2262,1421,180,180
10997,6878,2850,489,180,180
10998,6879,2850,489,180,180
10999,6879,3130,933,180,180
11000,6879,2628,1123,180,180
11001,6879,3023,871,180,180
11002,6879,2070,1363,180,180
11003,6879,2882,344,180,180
11004,6879,2883,977,180,180
11005,6879,2262,1421,180,180
11006,6879,3194,1091,180,180
11007,6880,3024,871,180,180
11008,6880,3130,933,180,180
11009,6880,2628,1123,180,180
11010,6880,2070,1363,180,180
11011,6880,2882,344,180,180
11012,6880,2883,978,180,180
11013,6880,2262,1421,180,180
11014,6880,2850,489,180,180
11015,6881,3130,933,180,180
11016,6881,2882,344,180,180
11017,6881,2628,1123,180,180
11018,6881,2850,490,180,180
11019,6881,2262,1421,180,180
11020,6881,2883,977,180,180
11021,6881,3194,1092,180,180
11022,6881,3024,871,180,180
11023,6881,2070,1362,180,180
11024,6882,3189,1103,180,180
11025,6882,1944,403,180,180
11026,6882,3130,933,180,180
11027,6882,3024,873,180,180
11028,6882,2628,1123,180,180
11029,6882,2070,1357,180,180
11030,6882,2883,977,180,180
11031,6882,2882,344,180,180
11032,6882,2262,1421,180,180
11033,6882,2850,490,180,180
11034,6883,2628,1123,180,180
11035,6883,3024,871,180,180
11036,6883,2071,1356,180,180
11037,6883,2883,977,180,180
11038,6883,2882,344,180,180
11039,6883,2262,1421,180,180
11040,6883,2850,489,180,180
11041,6883,3130,933,180,180
11042,6884,3188,1102,180,180
11043,6884,2628,1123,180,180
11044,6884,3024,871,180,180
11045,6884,2071,1356,180,180
11046,6884,2883,977,180,180
11047,6884,2883,344,180,180
11048,6884,2262,1421,180,180
11049,6884,2850,489,180,180
11050,6884,3130,933,180,180
11051,6885,3024,871,180,180
11052,6885,3131,933,180,180
11053,6885,2628,1123,180,180
11054,6885,3187,1102,180,180
11055,6885,2883,978,180,180
11056,6885,2882,344,180,180
11057,6885,2262,1421,180,180
11058,6885,2850,489,180,180
11059,6886,3188,1101,180,180
11060,6886,3131,934,180,180
11061,6886,2628,1123,180,180
11062,6886,3023,874,180,180
11063,6886,2883,978,180,180
11064,6886,2883,344,180,180
11065,6886,2262,1421,180,180
11066,6886,2850,489,180,180
11067,6887,2262,1421,180,180
11068,6887,2883,978,180,180
11069,6887,2883,344,180,180
11070,6887,3023,874,180,180
11071,6887,2850,489,180,180
11072,6887,3189,1091,180,180
11073,6887,3130,934,180,180
11074,6887,2628,1122,180,180
11075,6887,1945,400,180,180
11076,6888,3130,934,180,180
11077,6888,3024,874,180,180
11078,6888,3189,1095,180,180
11079,6888,2628,1122,180,180
11080,6888,2883,344,180,180
11081,6888,2883,978,180,180
11082,6888,2262,1421,180,180
11083,6888,2850,489,180,180
11084,6888,1945,403,180,180
11085,6889,2883,977,180,180
11086,6889,1945,403,180,180
11087,6889,2850,489,180,180
11088,6889,2262,1421,180,180
11089,6889,2883,343,180,180
11090,6889,2628,1122,180,180
11091,6889,3130,934,180,180
11092,6889,3188,1100,180,180
11093,6889,3024,872,180,180
11094,6890,2850,489,180,180
11095,6890,2262,1421,180,180
11096,6890,2883,978,180,180
11097,6890,2883,343,180,180
11098,6890,3188,1100,180,180
11099,6890,2628,1122,180,180
11100,6890,3130,934,180,180
11101,6890,1945,403,180,180
11102,6890,3023,874,180,180
11103,6891,3189,1095,180,180
11104,6891,1948,403,180,180
11105,6891,2628,1123,180,180
11106,6891,3024,872,180,180
11107,6891,2883,344,180,180
11108,6891,2883,978,180,180
11109,6891,2262,1421,180,180
11110,6891,2850,489,180,180
11111,6891,3130,928,180,180
11112,6892,2850,489,180,180
11113,6892,3130,933,180,180
11114,6892,1948,403,180,180
11115,6892,3024,874,180,180
11116,6892,2628,1123,180,180
11117,6892,2883,344,180,180
11118,6892,2883,978,180,180
11119,6892,2262,1421,180,180
11120,6892,3188,1101,180,180
11121,6893,3190,1091,180,180
11122,6893,2627,1122,180,180
11123,6893,1948,403,180,180
11124,6893,3130,933,180,180
11125,6893,3024,871,180,180
11126,6893,2883,344,180,180
11127,6893,2883,977,180,180
11128,6893,2262,1421,180,180
11129,6893,2850,489,180,180
11130,6894,2850,489,180,180
11131,6894,1948,404,180,180
11132,6894,3190,1091,180,180
11133,6894,3130,933,180,180
11134,6894,3024,871,180,180
11135,6894,2883,344,180,180
11136,6894,2883,978,180,180
11137,6894,2262,1421,180,180
11138,6894,2627,1123,180,180
11139,6895,1948,404,180,180
11140,6895,3189,1092,180,180
11141,6895,3130,934,180,180
11142,6895,3023,871,180,180
11143,6895,2883,344,180,180
11144,6895,2627,1123,180,180
11145,6895,2883,977,180,180
11146,6895,2262,1421,180,180
11147,6895,2850,489,180,180
11148,6896,2628,1122,180,180
11149,6896,2262,1421,180,180
11150,6896,2883,977,180,180
11151,6896,2883,344,180,180
11152,6896,2850,489,180,180
11153,6896,3130,934,180,180
11154,6896,3024,874,180,180
11155,6896,1947,404,180,180
11156,6896,3189,1095,180,180
11157,6897,3130,934,180,180
11158,6897,1948,404,180,180
11159,6897,3189,1095,180,180
11160,6897,3024,874,180,180
11161,6897,2883,344,180,180
11162,6897,2883,978,180,180
11163,6897,2262,1421,180,180
11164,6897,2850,489,180,180
11165,6897,2627,1122,180,180
11166,6898,3188,1092,180,180
11167,6898,1945,404,180,180
11168,6898,3130,934,180,180
11169,6898,3024,874,180,180
11170,6898,2883,344,180,180
11171,6898,2883,978,180,180
11172,6898,2262,1421,180,180
11173,6898,2850,489,180,180
11174,6898,2626,1124,180,180
11175,6899,2626,1125,180,180
11176,6899,2850,489,180,180
11177,6899,2883,978,180,180
11178,6899,2883,343,180,180
11179,6899,3024,874,180,180
11180,6899,2262,1421,180,180
11181,6899,1945,403,180,180
11182,6899,3131,934,180,180
11183,6900,3025,874,180,180
11184,6900,3130,934,180,180
11185,6900,3187,1096,180,180
11186,6900,2883,344,180,180
11187,6900,2883,978,180,180
11188,6900,2262,1421,180,180
11189,6900,2850,489,180,180
11190,6901,1945,403,180,180
11191,6901,2627,1122,180,180
11192,6901,3130,934,180,180
11193,6901,3024,874,180,180
11194,6901,3187,1095,180,180
11195,6901,2884,342,180,180
11196,6901,2854,489,180,180
11197,6901,2883,978,180,180
11198,6901,2262,1421,180,180
11199,6902,2626,1125,180,180
11200,6902,2883,977,180,180
11201,6902,2862,475,180,180
11202,6902,2884,342,180,180
11203,6902,2262,1421,180,180
11204,6902,3187,1091,180,180
11205,6902,3130,928,180,180
11206,6902,3024,874,180,180
11207,6903,3184,1095,180,180
11208,6903,3130,933,180,180
11209,6903,3024,874,180,180
11210,6903,2862,470,180,180
11211,6903,2883,977,180,180
11212,6903,2262,1421,180,180
11213,6904,2262,1421,180,180
11214,6904,3130,933,180,180
11215,6904,3025,874,180,180
11216,6904,2889,342,180,180
11217,6904,3188,1091,180,180
11218,6904,2883,978,180,180
11219,6904,2863,469,180,180
11220,6905,3188,1091,180,180
11221,6905,2626,1125,180,180
11222,6905,3130,933,180,180
11223,6905,3024,874,180,180
11224,6905,2890,343,180,180
11225,6905,2883,977,180,180
11226,6905,2863,469,180,180
11227,6905,2262,1421,180,180
11228,6906,3130,934,180,180
11229,6906,3189,1090,180,180
11230,6906,3024,874,180,180
11231,6906,2888,348,180,180
11232,6906,2883,978,180,180
11233,6906,2863,469,180,180
11234,6906,2262,1421,180,180
11235,6907,3130,933,180,180
11236,6907,3024,874,180,180
11237,6907,2887,350,180,180
11238,6907,2863,456,180,180
11239,6907,2883,978,180,180
11240,6907,2262,1421,180,180
11241,6908,2262,1421,180,180
11242,6908,2627,1122,180,180
11243,6908,3194,1090,180,180
11244,6908,3024,874,180,180
11245,6908,2863,448,180,180
11246,6908,2883,355,180,180
11247,6908,2883,977,180,180
11248,6908,3130,928,180,180
11249,6909,3193,1085,180,180
11250,6909,2626,1124,180,180
11251,6909,3130,934,180,180
11252,6909,3024,871,180,180
11253,6909,2862,442,180,180
11254,6909,2883,977,180,180
11255,6909,2882,357,180,180
11256,6909,2262,1421,180,180
11257,6910,3130,934,180,180
11258,6910,3024,874,180,180
11259,6910,3195,1089,180,180
11260,6910,2884,357,180,180
11261,6910,2883,977,180,180
11262,6910,2863,443,180,180
11263,6910,2262,1421,180,180
11264,6911,2628,1122,180,180
11265,6911,3130,934,180,180
11266,6911,3024,874,180,180
11267,6911,3194,1090,180,180
11268,6911,2889,361,180,180
11269,6911,2863,443,180,180
11270,6911,2883,977,180,180
11271,6911,2262,1421,180,180
11272,6912,2262,1421,180,180
11273,6912,2628,1121,180,180
11274,6912,3130,934,180,180
